int_video,int_time,str_instrument1,str_instrument2,int_instrument1,int_instrument2,pos_instrument1,pos_instrument2,,
3,200,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,201,kerrisons,no_secondary_instrument,8,-2,3,,,
3,202,kerrisons,no_secondary_instrument,8,-2,3,,,
3,203,kerrisons,no_secondary_instrument,8,-2,3,,,
3,204,kerrisons,no_secondary_instrument,8,-2,3,,,
3,205,kerrisons,no_secondary_instrument,8,-2,3,,,
3,206,kerrisons,no_secondary_instrument,8,-2,3,,,
3,207,kerrisons,no_secondary_instrument,8,-2,3,,,
3,208,kerrisons,no_secondary_instrument,8,-2,5,,,
3,209,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,210,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,211,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,212,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,213,kerrisons,no_secondary_instrument,8,-2,3,,,
3,214,kerrisons,no_secondary_instrument,8,-2,3,,,
3,215,kerrisons,no_secondary_instrument,8,-2,3,,,
3,216,kerrisons,no_secondary_instrument,8,-2,3,,,
3,217,kerrisons,no_secondary_instrument,8,-2,4,,,
3,218,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,219,kerrisons,no_secondary_instrument,8,-2,4,,,
3,220,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,221,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,222,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,223,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,224,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,225,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,226,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,227,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,228,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,229,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,230,kerrisons,no_secondary_instrument,8,-2,4,,,
3,231,kerrisons,no_secondary_instrument,8,-2,3,,,
3,232,kerrisons,no_secondary_instrument,8,-2,3,,,
3,233,kerrisons,no_secondary_instrument,8,-2,1,,,
3,234,kerrisons,no_secondary_instrument,8,-2,1,,,
3,235,kerrisons,no_secondary_instrument,8,-2,1,,,
3,236,kerrisons,no_secondary_instrument,8,-2,1,,,
3,237,kerrisons,no_secondary_instrument,8,-2,3,,,
3,238,kerrisons,no_secondary_instrument,8,-2,4,,,
3,239,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,240,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,241,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,242,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,243,kerrisons,no_secondary_instrument,8,-2,3,,,
3,244,kerrisons,no_secondary_instrument,8,-2,3,,,
3,245,kerrisons,no_secondary_instrument,8,-2,3,,,
3,246,kerrisons,no_secondary_instrument,8,-2,3,,,
3,247,kerrisons,no_secondary_instrument,8,-2,4,,,
3,248,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,249,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,250,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,251,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,252,kerrisons,no_secondary_instrument,8,-2,3,,,
3,253,kerrisons,no_secondary_instrument,8,-2,3,,,
3,254,kerrisons,no_secondary_instrument,8,-2,3,,,
3,255,kerrisons,no_secondary_instrument,8,-2,3,,,
3,256,kerrisons,no_secondary_instrument,8,-2,3,,,
3,257,kerrisons,no_secondary_instrument,8,-2,1,,,
3,258,kerrisons,no_secondary_instrument,8,-2,4,,,
3,259,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,260,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,261,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,262,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,263,kerrisons,no_secondary_instrument,8,-2,3,,,
3,264,kerrisons,no_secondary_instrument,8,-2,3,,,
3,265,kerrisons,no_secondary_instrument,8,-2,3,,,
3,266,kerrisons,no_secondary_instrument,8,-2,3,,,
3,267,kerrisons,no_secondary_instrument,8,-2,3,,,
3,268,kerrisons,no_secondary_instrument,8,-2,3,,,
3,269,kerrisons,no_secondary_instrument,8,-2,3,,,
3,270,kerrisons,no_secondary_instrument,8,-2,4,,,
3,271,kerrisons,no_secondary_instrument,8,-2,4,,,
3,272,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,273,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,274,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,275,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,276,kerrisons,no_secondary_instrument,8,-2,3,,,
3,277,kerrisons,no_secondary_instrument,8,-2,1,,,
3,278,kerrisons,no_secondary_instrument,8,-2,4,,,
3,279,kerrisons,no_secondary_instrument,8,-2,3,,,
3,280,kerrisons,no_secondary_instrument,8,-2,3,,,
3,281,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,282,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,283,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,284,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,285,kerrisons,no_secondary_instrument,8,-2,4,,,
3,286,kerrisons,no_secondary_instrument,8,-2,3,,,
3,287,kerrisons,no_secondary_instrument,8,-2,4,,,
3,288,kerrisons,no_secondary_instrument,8,-2,3,,,
3,289,kerrisons,no_secondary_instrument,8,-2,1,,,
3,290,kerrisons,no_secondary_instrument,8,-2,1,,,
3,291,kerrisons,no_secondary_instrument,8,-2,4,,,
3,292,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,293,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,294,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,295,kerrisons,no_secondary_instrument,8,-2,4,,,
3,296,kerrisons,no_secondary_instrument,8,-2,3,,,
3,297,kerrisons,no_secondary_instrument,8,-2,3,,,
3,298,kerrisons,no_secondary_instrument,8,-2,4,,,
3,299,kerrisons,no_secondary_instrument,8,-2,3,,,
3,300,kerrisons,no_secondary_instrument,8,-2,1,,,
3,301,kerrisons,no_secondary_instrument,8,-2,4,,,
3,302,kerrisons,no_secondary_instrument,8,-2,3,,,
3,303,kerrisons,no_secondary_instrument,8,-2,1,,,
3,304,kerrisons,no_secondary_instrument,8,-2,4,,,
3,305,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,306,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,307,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,308,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,309,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,310,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,311,kerrisons,no_secondary_instrument,8,-2,3,,,
3,312,kerrisons,no_secondary_instrument,8,-2,3,,,
3,313,kerrisons,no_secondary_instrument,8,-2,3,,,
3,314,kerrisons,no_secondary_instrument,8,-2,1,,,
3,315,kerrisons,no_secondary_instrument,8,-2,3,,,
3,316,kerrisons,no_secondary_instrument,8,-2,3,,,
3,317,kerrisons,no_secondary_instrument,8,-2,1,,,
3,318,kerrisons,no_secondary_instrument,8,-2,1,,,
3,319,kerrisons,no_secondary_instrument,8,-2,1,,,
3,320,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,321,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,322,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,323,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,324,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,325,kerrisons,no_secondary_instrument,8,-2,4,,,
3,326,kerrisons,no_secondary_instrument,8,-2,1,,,
3,327,kerrisons,no_secondary_instrument,8,-2,1,,,
3,328,kerrisons,no_secondary_instrument,8,-2,1,,,
3,329,kerrisons,no_secondary_instrument,8,-2,3,,,
3,330,kerrisons,no_secondary_instrument,8,-2,1,,,
3,331,kerrisons,no_secondary_instrument,8,-2,3,,,
3,332,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,333,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,334,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,335,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,336,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,337,kerrisons,no_secondary_instrument,8,-2,3,,,
3,338,kerrisons,no_secondary_instrument,8,-2,3,,,
3,339,kerrisons,no_secondary_instrument,8,-2,4,,,
3,340,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,341,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,342,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,343,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,344,kerrisons,no_secondary_instrument,8,-2,3,,,
3,345,kerrisons,no_secondary_instrument,8,-2,3,,,
3,346,kerrisons,no_secondary_instrument,8,-2,4,,,
3,347,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,348,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,349,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,350,kerrisons,no_secondary_instrument,8,-2,4,,,
3,351,kerrisons,no_secondary_instrument,8,-2,3,,,
3,352,kerrisons,no_secondary_instrument,8,-2,1,,,
3,353,kerrisons,no_secondary_instrument,8,-2,4,,,
3,354,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,355,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,356,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,357,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,358,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,359,kerrisons,no_secondary_instrument,8,-2,3,,,
3,360,kerrisons,no_secondary_instrument,8,-2,3,,,
3,361,kerrisons,no_secondary_instrument,8,-2,3,,,
3,362,kerrisons,no_secondary_instrument,8,-2,3,,,
3,363,kerrisons,no_secondary_instrument,8,-2,3,,,
3,364,kerrisons,no_secondary_instrument,8,-2,3,,,
3,365,kerrisons,no_secondary_instrument,8,-2,3,,,
3,366,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,367,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,368,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,369,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,370,kerrisons,no_secondary_instrument,8,-2,4,,,
3,371,kerrisons,no_secondary_instrument,8,-2,3,,,
3,372,kerrisons,no_secondary_instrument,8,-2,3,,,
3,373,kerrisons,no_secondary_instrument,8,-2,3,,,
3,374,kerrisons,no_secondary_instrument,8,-2,4,,,
3,375,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,376,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,377,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,378,kerrisons,no_secondary_instrument,8,-2,4,,,
3,379,kerrisons,no_secondary_instrument,8,-2,3,,,
3,380,kerrisons,no_secondary_instrument,8,-2,3,,,
3,381,kerrisons,no_secondary_instrument,8,-2,3,,,
3,382,kerrisons,no_secondary_instrument,8,-2,3,,,
3,383,kerrisons,no_secondary_instrument,8,-2,3,,,
3,384,kerrisons,no_secondary_instrument,8,-2,3,,,
3,385,kerrisons,no_secondary_instrument,8,-2,3,,,
3,386,kerrisons,no_secondary_instrument,8,-2,1,,,
3,387,kerrisons,no_secondary_instrument,8,-2,1,,,
3,388,kerrisons,no_secondary_instrument,8,-2,1,,,
3,389,kerrisons,no_secondary_instrument,8,-2,4,,,
3,390,kerrisons,no_secondary_instrument,8,-2,1,,,
3,391,kerrisons,no_secondary_instrument,8,-2,1,,,
3,392,kerrisons,no_secondary_instrument,8,-2,4,,,
3,393,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,394,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,395,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,396,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,397,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,398,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,399,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,400,kerrisons,no_secondary_instrument,8,-2,3,,,
3,401,kerrisons,no_secondary_instrument,8,-2,3,,,
3,402,kerrisons,no_secondary_instrument,8,-2,3,,,
3,403,kerrisons,no_secondary_instrument,8,-2,3,,,
3,404,kerrisons,no_secondary_instrument,8,-2,4,,,
3,405,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,406,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,407,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,408,kerrisons,no_secondary_instrument,8,-2,3,,,
3,409,kerrisons,no_secondary_instrument,8,-2,3,,,
3,410,kerrisons,no_secondary_instrument,8,-2,3,,,
3,411,kerrisons,no_secondary_instrument,8,-2,1,,,
3,412,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,413,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,414,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,415,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,416,kerrisons,no_secondary_instrument,8,-2,3,,,
3,417,kerrisons,no_secondary_instrument,8,-2,3,,,
3,418,kerrisons,no_secondary_instrument,8,-2,3,,,
3,419,kerrisons,no_secondary_instrument,8,-2,1,,,
3,420,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,421,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,422,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,423,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,424,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,425,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,426,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,427,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,428,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,429,kerrisons,no_secondary_instrument,8,-2,3,,,
3,430,kerrisons,no_secondary_instrument,8,-2,3,,,
3,431,kerrisons,no_secondary_instrument,8,-2,4,,,
3,432,kerrisons,no_secondary_instrument,8,-2,1,,,
3,433,kerrisons,no_secondary_instrument,8,-2,4,,,
3,434,kerrisons,no_secondary_instrument,8,-2,3,,,
3,435,kerrisons,no_secondary_instrument,8,-2,3,,,
3,436,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,437,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,438,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,439,kerrisons,no_secondary_instrument,8,-2,3,,,
3,440,kerrisons,no_secondary_instrument,8,-2,1,,,
3,441,kerrisons,no_secondary_instrument,8,-2,1,,,
3,442,kerrisons,no_secondary_instrument,8,-2,1,,,
3,443,kerrisons,no_secondary_instrument,8,-2,1,,,
3,444,kerrisons,no_secondary_instrument,8,-2,3,,,
3,445,kerrisons,no_secondary_instrument,8,-2,1,,,
3,446,kerrisons,no_secondary_instrument,8,-2,4,,,
3,447,kerrisons,no_secondary_instrument,8,-2,1,,,
3,448,kerrisons,no_secondary_instrument,8,-2,4,,,
3,449,kerrisons,no_secondary_instrument,8,-2,3,,,
